TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;17,70;;54,47;1,74;0,80;31,40;12,33;3,31;14,64;18,94;4,30;0,51;1,81;-46,52;-1,03;0,93;3,19;1,48;6,14;0,46;0,52;0,45;5,83;;17.250.344,33;10,19;0,32;-0,40;2.093.782.843,20
ABCB4;16,51;6,07;7,21;0,82;0,07;45,93;38,82;23,64;4,39;4,39;;;1,70;1,00;-0,09;2,68;11,37;1,04;;0,09;0,91;0,04;1,17;5,92;14.751.490,53;20,15;2,29;0,13;3.732.747.848,18
ABEV3;17,23;2,85;17,11;3,13;2,01;51,93;27,80;22,84;14,06;13,18;-0,88;-0,20;3,91;38,26;-2,80;1,23;18,27;11,73;19,13;0,64;0,35;0,51;4,56;4,99;425.760.263,14;5,51;1,01;0,21;271.225.273.009,85
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;94.201,44;-1,21;-0,38;-0,58;25.439.770,20
AERI3;7,53;;86,49;5,67;1,94;9,96;7,06;2,52;30,86;33,72;2,86;0,53;2,18;4,22;-5,58;3,40;6,56;2,25;7,41;0,34;0,66;0,89;;;13.423.576,56;1,33;0,09;-1,68;5.769.587.323,68
AESB3;11,55;2,00;12,75;2,56;0,52;16,81;8,41;36,44;55,28;105,86;50,58;2,34;4,65;1.017,15;-0,59;1,00;20,04;4,08;-5,31;0,20;0,72;0,11;;;19.176.655,19;4,52;0,91;;5.683.830.017,25
AFLT3;8,66;5,08;27,74;3,06;2,78;67,45;53,41;50,68;26,32;25,39;-0,92;-0,11;14,06;12,37;-3,71;9,63;11,02;10,03;10,66;0,91;0,09;0,20;5,56;9,29;6.543,33;2,83;0,31;-2,53;546.313.502,00
AGRO3;25,27;10,37;5,84;1,19;0,75;28,68;23,03;46,98;11,91;11,01;-0,91;-0,09;2,74;2,35;-1,55;2,66;20,30;12,92;6,33;0,64;0,36;0,28;55,29;123,25;27.422.760,67;21,32;4,33;0,02;2.587.066.992,16
AGXY3;8,70;;2.231,50;1,09;0,25;6,94;-2,02;0,02;-18,98;-28,61;-9,63;0,55;0,38;2,29;-1,12;1,16;0,05;0,01;-3,63;0,23;0,77;0,65;;;316.199,08;7,99;0,00;;1.486.177.404,30
AHEB3;26,50;;-3,74;-4,71;0,80;22,55;-19,49;-31,68;-6,08;-5,99;0,18;;1,19;-3,24;-1,03;0,47;-125,95;-21,47;77,48;-0,17;1,17;0,68;1,88;;5.649,80;-5,63;-7,08;-0,01;229.813.616,00
AHEB5;23,00;;-3,25;-4,09;0,70;22,55;-19,49;-31,68;-5,28;-5,99;0,18;;1,03;-2,81;-0,90;0,47;-125,95;-21,47;77,48;-0,17;1,17;0,68;1,88;;3.800,00;-5,63;-7,08;-0,01;229.813.616,00
AHEB6;51,50;;-7,27;-9,15;1,56;22,55;-19,49;-31,68;-11,82;-5,99;0,18;;2,30;-6,30;-2,01;0,47;-125,95;-21,47;77,48;-0,17;1,17;0,68;1,88;;6.742,00;-5,63;-7,08;-0,02;229.813.616,00
ALLD3;15,59;2,97;4,27;0,95;0,35;15,43;8,39;5,93;3,02;2,90;-0,12;-0,04;0,25;1,52;-1,27;1,47;22,32;8,19;21,00;0,37;0,63;1,38;;;7.088.656,64;16,35;3,65;0,02;1.453.043.843,38
ALPA3;35,01;0,71;45,80;6,17;3,86;53,38;15,21;11,09;33,39;35,43;-1,08;-0,20;5,08;12,89;-8,85;2,13;13,48;8,42;14,72;0,62;0,36;0,76;-3,59;10,54;86.731,64;5,67;0,76;0,38;22.510.324.693,98
ALPA4;41,73;0,65;54,59;7,36;4,60;53,38;15,21;11,09;39,80;35,43;-1,08;-0,20;6,06;15,37;-10,55;2,13;13,48;8,42;14,72;0,62;0,36;0,76;-3,59;10,54;122.765.097,25;5,67;0,76;0,46;22.510.324.693,98
ALPK3;4,18;;-4,62;1,73;0,34;24,17;-1,08;-25,12;-107,75;-280,89;-173,14;2,79;1,16;-1,63;-0,37;0,31;-37,55;-7,29;-0,54;0,19;0,80;0,29;;;123.265,47;2,41;-0,91;-0,26;874.588.614,68
ALSO3;22,28;1,02;36,02;0,88;0,53;66,45;37,03;18,73;18,22;20,89;2,67;0,13;6,75;4,83;-0,63;3,18;2,46;1,48;2,73;0,60;0,30;0,08;19,22;11,10;32.596.648,03;25,19;0,62;-0,94;5.921.417.493,84
ALUP11;24,49;3,43;5,11;1,09;0,29;72,94;72,21;21,59;1,53;3,22;1,69;1,20;1,10;4,13;-0,35;1,85;21,29;5,74;18,76;0,27;0,58;0,27;32,68;46,38;21.771.788,67;22,54;4,80;0,04;7.176.478.325,94
ALUP3;8,07;3,47;5,05;1,07;0,29;72,94;72,21;21,59;1,51;3,22;1,69;1,20;1,09;4,09;-0,34;1,85;21,29;5,74;18,76;0,27;0,58;0,27;32,68;46,38;1.067.130,94;7,51;1,60;0,04;7.176.478.325,94
ALUP4;8,15;3,44;5,10;1,08;0,29;72,94;72,21;21,59;1,52;3,22;1,69;1,20;1,10;4,13;-0,35;1,85;21,29;5,74;18,76;0,27;0,58;0,27;32,68;46,38;1.066.926,92;7,51;1,60;0,04;7.176.478.325,94
AMAR3;4,10;;3,82;1,15;0,32;45,25;-0,62;11,55;-70,60;-150,76;-80,16;1,31;0,44;4,34;-0,65;1,17;30,18;8,34;-3,69;0,28;0,72;0,72;-7,53;;33.774.882,39;3,56;1,07;-0,02;1.072.833.629,90
AMBP3;46,89;0,20;39,12;4,50;1,12;21,34;17,76;9,27;20,42;26,34;5,92;1,30;3,63;7,06;-1,73;1,82;11,51;2,87;5,24;0,25;0,72;0,31;;;69.380.707,42;10,42;1,20;0,07;5.295.549.721,32
AMER3;32,48;;420,55;1,87;0,68;29,84;2,55;0,41;67,82;76,28;8,46;0,23;1,73;2,89;-1,57;1,70;0,45;0,16;0,71;0,36;0,64;0,39;2,35;;294.804.206,44;17,34;0,08;-3,01;29.333.878.879,20
ANIM3;7,35;;84,45;1,15;0,29;55,24;14,45;1,60;9,36;23,21;13,85;1,70;1,35;7,81;-0,34;1,31;1,36;0,34;3,60;0,25;0,75;0,21;11,24;-11,35;25.703.012,31;6,38;0,09;-0,43;2.968.435.716,75
APER3;29,92;;-2.862,38;1,17;0,70;100,00;-1,65;-0,09;-162,94;-114,17;48,77;-0,35;2,69;4,93;-1,00;1,92;-0,04;-0,02;-0,97;0,60;0,40;0,26;-11,42;;1.652.613,67;25,58;-0,01;13,15;343.485.609,28
APTI3;197,64;239,54;-0,36;0,01;0,01;89,80;-18,93;-40,70;-0,78;-8,28;1,18;-0,02;0,15;0,04;-0,01;2,85;-3,99;-2,22;-3,90;0,56;0,44;0,05;-22,74;;;13.589,62;-542,83;0,00;44.442.750,00
APTI4;3.500,00;14,88;-6,45;0,26;0,14;89,80;-18,93;-40,70;-13,86;-8,28;1,18;-0,02;2,62;0,71;-0,21;2,85;-3,99;-2,22;-3,90;0,56;0,44;0,05;-22,74;;;13.589,62;-542,83;0,05;44.442.750,00
ARML3;24,27;0,28;232,59;7,57;4,28;48,60;33,81;14,32;98,49;96,50;-1,99;-0,15;33,30;10,13;-9,12;4,93;3,25;1,84;3,54;0,57;0,43;0,13;;;15.300.481,17;3,21;0,10;;8.391.583.574,67
ARZZ3;71,81;0,45;24,92;4,63;2,29;51,34;19,09;14,53;18,97;19,69;0,72;0,18;3,62;16,85;-4,39;1,40;18,56;9,19;16,04;0,49;0,50;0,63;7,26;19,13;76.861.797,69;15,52;2,88;0,03;7.154.531.839,34
ASAI3;13,85;0,80;10,54;7,76;0,90;14,39;7,64;5,80;8,01;10,28;2,27;2,20;0,61;-65,21;-1,57;0,97;73,65;8,52;16,14;0,12;0,88;1,47;;;217.726.349,08;1,78;1,31;0,13;18.649.015.235,75
ATMP3;3,30;;-0,86;0,46;0,05;7,62;-8,65;-9,72;-0,97;-4,05;-3,08;1,46;0,08;-0,19;-0,07;0,44;-53,16;-6,00;-27,18;0,11;0,89;0,62;-16,98;;201.798,53;7,22;-3,84;0,01;87.943.158,60
ATOM3;3,29;9,12;8,98;3,85;2,53;100,00;21,77;25,25;10,41;8,07;-2,34;-0,87;2,27;2,64;-120,42;46,94;42,88;28,18;36,87;0,66;0,34;1,12;;;112.514,86;0,85;0,37;-0,24;68.757.690,26
AURA33;47,65;9,64;7,94;2,25;1,06;41,55;26,28;18,49;5,59;5,50;-0,09;-0,03;1,47;4,38;-1,96;2,12;28,27;13,35;19,48;0,47;0,53;0,72;;;5.535.961,11;21,22;6,00;0,04;3.370.878.219,00
AVLL3;25,00;;-1,10;4,14;0,28;0,06;-84,72;-177,06;-2,29;-5,43;-3,14;5,68;1,94;6,39;-0,46;1,13;-378,12;-25,95;-23,43;0,07;0,93;0,15;;;697.064,92;6,04;-22,83;-0,02;560.394.850,00
AZEV3;3,97;;2,00;4,85;1,27;12,35;360,13;334,31;1,86;1,10;-0,51;-1,32;6,70;3,09;-2,64;4,84;241,84;63,35;259,62;0,26;0,74;0,19;-38,42;144,07;491.949,19;0,82;1,98;0,00;186.037.500,00
AZEV4;3,14;;1,59;3,83;1,00;12,35;360,13;334,31;1,47;1,10;-0,51;-1,32;5,30;2,44;-2,09;4,84;241,84;63,35;259,62;0,26;0,74;0,19;-38,42;144,07;2.375.637,17;0,82;1,98;0,00;186.037.500,00
AZUL4;27,15;;-8,28;-1,91;1,93;9,77;-10,79;-51,85;-39,81;-18,76;-7,85;;4,30;-7,35;-3,11;0,59;-23,06;-23,28;11,47;-1,01;2,01;0,45;-1,70;;228.269.477,28;-14,21;-3,28;0,12;9.394.746.015,00
B3SA3;12,37;7,76;16,05;3,36;1,38;90,72;63,09;45,83;11,66;10,11;-1,54;-0,44;7,35;7,62;-2,59;1,64;20,92;8,62;12,45;0,41;0,59;0,19;33,29;16,48;591.064.851,44;3,69;0,77;0,65;75.778.620.000,00
BAHI3;13,60;;-5,18;1,46;0,38;39,80;-4,66;-16,23;-18,05;-18,58;-0,53;0,04;0,84;-1,54;-0,43;0,33;-28,19;-7,28;-9,39;0,26;0,72;0,45;;;27.530,14;9,31;-2,63;-0,29;208.286.176,00
BALM3;17,18;1,98;22,31;1,41;0,77;54,84;8,76;5,27;13,43;10,45;-1,34;-0,14;1,18;1,88;-2,38;2,57;6,31;3,47;5,14;0,55;0,43;0,66;7,78;-11,77;9.631,50;12,21;0,77;-0,43;147.882.000,00
BALM4;13,00;3,15;16,88;1,06;0,59;54,84;8,76;5,27;10,16;10,45;-1,34;-0,14;0,89;1,42;-1,80;2,57;6,31;3,47;5,14;0,55;0,43;0,66;7,78;-11,77;14.382,97;12,21;0,77;-0,32;147.882.000,00
BAUH4;79,76;;21,31;4,23;2,76;19,25;9,20;10,78;24,97;24,29;-0,68;-0,11;2,30;-87,62;-3,91;0,90;19,84;12,93;12,36;0,65;0,35;1,20;10,90;28,77;55.178,86;18,87;3,74;0,54;416.524.426,72
BAZA3;39,99;6,50;2,10;0,41;0,05;42,47;90,94;50,17;1,16;1,16;;;1,05;1,68;-0,05;;19,80;2,34;;0,12;0,88;0,05;-8,12;17,84;33.579,15;96,39;19,09;0,03;1.185.542.220,33
BBAS3;31,81;6,94;5,24;0,67;0,04;38,00;18,49;16,46;4,66;4,66;;;0,86;1,87;-0,05;13,29;12,72;0,86;;0,07;0,93;0,05;-11,56;4,33;441.145.784,11;47,72;6,07;0,60;91.148.915.406,20
BBDC3;18,18;6,02;7,29;1,20;0,12;49,62;33,09;25,71;5,66;6,14;;;1,87;2,68;-0,13;3,33;16,42;1,68;;0,10;0,90;0,07;-3,00;5,98;143.292.224,67;15,19;2,49;0,11;191.674.732.623,21
BBDC4;21,27;5,66;8,53;1,40;0,14;49,62;33,09;25,71;6,62;6,14;;;2,19;3,14;-0,15;3,33;16,42;1,68;;0,10;0,90;0,07;-3,00;5,98;944.314.453,33;15,19;2,49;0,13;191.674.732.623,21
BBML3;3.936,42;0,01;5.752,19;1.032,22;163,50;11,18;2,21;2,16;5.625,34;5.636,69;11,34;2,08;124,20;-2.168.266,21;-281,39;1,00;17,94;2,84;-1,23;0,16;0,84;1,32;45,38;57,80;;3,81;0,68;75,25;160.451.699.191,56
BBRK3;1,19;;-0,74;2,25;0,55;62,13;-81,05;-90,42;-0,83;-0,65;0,18;-0,48;0,67;-2,35;-0,72;0,50;-302,66;-73,61;-269,81;0,24;0,75;0,81;-9,38;;3.450.028,97;0,53;-1,60;0,06;93.452.870,56
BBSE3;22,13;4,51;12,22;5,69;3,82;;;;9,55;9,55;;;;21,95;-5,71;2,11;46,56;31,28;;0,67;0,33;0,00;;-2,95;122.424.610,56;3,89;1,81;-1,05;44.260.000.000,00
BDLL3;11,75;;-0,49;-0,10;0,03;-98,10;-385,42;-350,37;-0,45;-6,22;-5,80;;1,72;-0,07;-0,05;0,50;-20,50;-5,76;-91,90;-0,28;1,28;0,02;-46,07;;38.332,00;-116,78;-23,93;0,01;18.005.753,60
BDLL4;10,95;;-0,46;-0,09;0,03;-98,10;-385,42;-350,37;-0,42;-6,22;-5,80;;1,60;-0,07;-0,04;0,50;-20,50;-5,76;-91,90;-0,28;1,28;0,02;-46,07;;8.993,19;-116,78;-23,93;0,01;18.005.753,60
BEEF3;8,94;12,54;9,50;11,06;0,26;17,09;7,71;2,24;2,75;5,75;3,00;12,04;0,21;0,77;-0,91;1,92;116,49;2,76;13,30;0,02;0,98;1,23;15,30;;85.039.824,08;0,81;0,94;-0,30;5.343.165.428,34
